,itemcode,warehousecode,transactiondate,transactioncode,transactionqty
7335,071622DGP-A,MTG,2020-01-13,BR,50.000000
7336,071622GF,MTG,2020-01-13,BR,140.000000
7337,071622IF,MTG,2020-01-13,BR,91.000000
7338,071622LME,MTG,2020-01-13,BR,300.000000
7339,071622P,MTG,2020-01-13,BR,360.000000
7340,080116LME,MTG,2020-01-13,BR,100.000000
7341,081318DGP-A,MTG,2020-01-13,BR,30.000000
7342,081816DGP-A,MTG,2020-01-13,BR,50.000000
7343,081816GF,MTG,2020-01-13,BR,80.000000
7344,083222DG,MTG,2020-01-13,BR,75.000000
7345,083222LME,MTG,2020-01-13,BR,400.000000
7346,083222P,MTG,2020-01-13,BR,300.000000
7347,083222PC,MTG,2020-01-13,BR,151.000000
7348,083416SP,MTG,2020-01-13,BR,30.000000
7349,084108B,MTG,2020-01-13,BR,13.000000
7350,085716DGP-A,MTG,2020-01-13,BR,150.000000
7351,085716DSN,MTG,2020-01-13,BR,100.000000
7352,085716LME,MTG,2020-01-13,BR,200.000000
7353,085900FF,MTG,2020-01-13,BR,40.000000
7354,089616DGP-A,MTG,2020-01-13,BR,125.000000
7355,093155,MTG,2020-01-13,BR,1.000000
7356,11012663,MTG,2020-01-13,BR,24.000000
7357,14308-24,MTG,2020-01-13,BR,180.000000
7358,14690,MTG,2020-01-13,BR,655.000000
7359,15023781,MTG,2020-01-13,BR,100.000000
7360,15941420,MTG,2020-01-13,BR,100.000000
7361,30255,MTG,2020-01-13,BR,40.000000
7362,303G55,MTG,2020-01-13,BR,28.000000
7363,3704681TA1,MTG,2020-01-13,BR,900.000000
7364,4708,MTG,2020-01-13,BR,30.000000
7365,544197,MTG,2020-01-13,BR,20.000000
7366,89755.B,MTG,2020-01-13,BR,250.000000
7367,96100.B,MTG,2020-01-13,BR,1600.000000
7368,97200.B,MTG,2020-01-13,BR,500.000000
7369,BP25397,MTG,2020-01-13,BR,100.000000
7370,022002,MTG,2020-01-14,BR,9646.000000
7371,022009,MTG,2020-01-14,BR,7488.000000
7372,026014C,MTG,2020-01-14,BR,30.000000
7373,026014CTA1,MTG,2020-01-14,BR,300.000000
7374,026014DG-A,MTG,2020-01-14,BR,25.000000
7375,026014DG-ATA1,MTG,2020-01-14,BR,250.000000
7376,026016DGP-A,MTG,2020-01-14,BR,30.000000
7377,071622P,MTG,2020-01-14,BR,140.000000
7378,071622PC,MTG,2020-01-14,BR,200.000000
7379,080116GF,MTG,2020-01-14,BR,50.000000
7380,080116IF,MTG,2020-01-14,BR,46.000000
7381,080116WK,MTG,2020-01-14,BR,30.000000
7382,081316GF,MTG,2020-01-14,BR,50.000000
7383,082708GF,MTG,2020-01-14,BR,100.000000
7384,082708GF,MTG,2020-01-14,BR,40.000000
7385,083416GT,MTG,2020-01-14,BR,30.000000
7386,083416IF,MTG,2020-01-14,BR,50.000000
7387,083416WK,MTG,2020-01-14,BR,50.000000
7388,084105B,MTG,2020-01-14,BR,50.000000
7389,085716GT,MTG,2020-01-14,BR,30.000000
7390,085716IF,MTG,2020-01-14,BR,50.000000
7391,085732GF,MTG,2020-01-14,BR,76.000000
7392,085732IF,MTG,2020-01-14,BR,36.000000
7393,089222GF,MTG,2020-01-14,BR,100.000000
7394,089222GT,MTG,2020-01-14,BR,75.000000
7395,089222IF,MTG,2020-01-14,BR,119.000000
7396,089222P,MTG,2020-01-14,BR,750.000000
7397,089222SP,MTG,2020-01-14,BR,23.000000
7398,089616GF,MTG,2020-01-14,BR,30.000000
7399,089632GF,MTG,2020-01-14,BR,50.000000
7400,089632IF,MTG,2020-01-14,BR,30.000000
7401,089632LME,MTG,2020-01-14,BR,50.000000
7402,091016DGP-A,MTG,2020-01-14,BR,50.000000
7403,091016IF,MTG,2020-01-14,BR,30.000000
7404,095122P,MTG,2020-01-14,BR,200.000000
7405,096122N,MTG,2020-01-14,BR,320.000000
7406,14308-24,MTG,2020-01-14,BR,340.000000
7407,15003692,MTG,2020-01-14,BR,100.000000
7408,15003759,MTG,2020-01-14,BR,100.000000
7409,235826-35.B,MTG,2020-01-14,BR,3650.000000
7410,3704707,MTG,2020-01-14,BR,50.000000
7411,52205,MTG,2020-01-14,BR,5.000000
7412,602016,MTG,2020-01-14,BR,1250.000000
7413,602017,MTG,2020-01-14,BR,2800.000000
7414,602032CARB,MTG,2020-01-14,BR,2200.000000
7415,83200.B,MTG,2020-01-14,BR,1000.000000
7416,89755.B,MTG,2020-01-14,BR,250.000000
7417,022002,MTG,2020-01-15,BR,10759.000000
7418,022009,MTG,2020-01-15,BR,2304.000000
7419,082616,MTG,2020-01-15,BR,30.000000
7420,082708DGP-A,MTG,2020-01-15,BR,40.000000
7421,085900FF,MTG,2020-01-15,BR,240.000000
7422,087208,MTG,2020-01-15,BR,50.000000
7423,087208DGP-A,MTG,2020-01-15,BR,30.000000
7424,087208LME,MTG,2020-01-15,BR,80.000000
7425,087308LME,MTG,2020-01-15,BR,60.000000
7426,087705,MTG,2020-01-15,BR,4.000000
7427,096122N,MTG,2020-01-15,BR,3680.000000
7428,11012663,MTG,2020-01-15,BR,24.000000
7429,14308,MTG,2020-01-15,BR,3360.000000
7430,15741515,MTG,2020-01-15,BR,50.000000
7431,15941461,MTG,2020-01-15,BR,40.000000
7432,19821842,MTG,2020-01-15,BR,480.000000
7433,335826-35,MTG,2020-01-15,BR,604.000000
7434,44200.B,MTG,2020-01-15,BR,250.000000
7435,602071,MTG,2020-01-15,BR,500.000000
7436,85121,MTG,2020-01-15,BR,400.000000
7437,94900.B,MTG,2020-01-15,BR,350.000000
7438,95900.B,MTG,2020-01-15,BR,250.000000
7439,022001,MTG,2020-01-16,BR,20451.000000
7440,022002,MTG,2020-01-16,BR,1113.000000
7441,022016BLACK,MTG,2020-01-16,BR,325.000000
7442,081922DGP-A,MTG,2020-01-16,BR,50.000000
7443,081922DSN,MTG,2020-01-16,BR,50.000000
7444,081922GF,MTG,2020-01-16,BR,100.000000
7445,081922IF,MTG,2020-01-16,BR,33.000000
7446,081922LME,MTG,2020-01-16,BR,100.000000
7447,081922P,MTG,2020-01-16,BR,120.000000
7448,082222,MTG,2020-01-16,BR,200.000000
7449,082314NP,MTG,2020-01-16,BR,60.000000
7450,082708IF,MTG,2020-01-16,BR,70.000000
7451,085100FF,MTG,2020-01-16,BR,72.000000
7452,085900FF,MTG,2020-01-16,BR,600.000000
7453,085922LME,MTG,2020-01-16,BR,25.000000
7454,085922P,MTG,2020-01-16,BR,100.000000
7455,092122DGP-A,MTG,2020-01-16,BR,50.000000
7456,092122LME,MTG,2020-01-16,BR,25.000000
7457,092322GF,MTG,2020-01-16,BR,50.000000
7458,094222,MTG,2020-01-16,BR,25.000000
7459,095022P,MTG,2020-01-16,BR,152.000000
7460,11012663,MTG,2020-01-16,BR,48.000000
7461,14308,MTG,2020-01-16,BR,1640.000000
7462,14308.B,MTG,2020-01-16,BR,400.000000
7463,14308.B,MTG,2020-01-16,BR,400.000000
7464,14308W,MTG,2020-01-16,BR,750.000000
7465,14617,MTG,2020-01-16,BR,30.000000
7466,602072,MTG,2020-01-16,BR,163.000000
7467,602072,MTG,2020-01-16,BR,163.000000
7468,85121,MTG,2020-01-16,BR,400.000000
7469,93100DSL.B,MTG,2020-01-16,BR,400.000000
7470,93100DSL.B,MTG,2020-01-16,BR,400.000000
7471,93100GAS.B,MTG,2020-01-16,BR,2800.000000
7472,94444CON.B,MTG,2020-01-16,BR,1500.000000
7473,BC1GALK-2,MTG,2020-01-16,BR,20.000000
7474,BC1GALP-25,MTG,2020-01-16,BR,4.000000
7475,BC32OZK-12,MTG,2020-01-16,BR,8.000000
7476,BC5GALC-1,MTG,2020-01-16,BR,6.000000
7477,022001,MTG,2020-01-17,BR,20237.000000
7478,19903USA.B,MTG,2020-01-17,BR,1750.000000
7479,234526-35.B,MTG,2020-01-17,BR,1500.000000
7480,238197-35.B,MTG,2020-01-17,BR,1500.000000
7481,5359351.B,MTG,2020-01-17,BR,1000.000000
7482,601009,MTG,2020-01-17,BR,17.500000
7483,602010,MTG,2020-01-17,BR,1200.000000
7484,94200CLEAR.B,MTG,2020-01-17,BR,250.000000
7485,022016BLACK,MTG,2020-01-20,BR,-325.000000
7486,022042,MTG,2020-01-20,BR,3575.000000
7487,081922P,MTG,2020-01-20,BR,180.000000
7488,084908B,MTG,2020-01-20,BR,40.000000
7489,085616P,MTG,2020-01-20,BR,1500.000000
7490,086522IF,MTG,2020-01-20,BR,54.000000
7491,11012663,MTG,2020-01-20,BR,24.000000
7492,14087779,MTG,2020-01-20,BR,100.000000
7493,14308W,MTG,2020-01-20,BR,3250.000000
7494,1532,MTG,2020-01-20,BR,50.000000
7495,2223,MTG,2020-01-20,BR,50.000000
7496,544171,MTG,2020-01-20,BR,50.000000
7497,602001,MTG,2020-01-20,BR,400.000000
7498,602020,MTG,2020-01-20,BR,1500.000000
7499,BP78726,MTG,2020-01-20,BR,168.000000
7500,022042,MTG,2020-01-21,BR,7865.000000
7501,084104B,MTG,2020-01-21,BR,300.000000
7502,087764,MTG,2020-01-21,BR,300.000000
7503,14308-24,MTG,2020-01-21,BR,300.000000
7504,14308-STENS,MTG,2020-01-21,BR,850.000000
7505,14308.B,MTG,2020-01-21,BR,400.000000
7506,14308C,MTG,2020-01-21,BR,500.000000
7507,16245748,MTG,2020-01-21,BR,150.000000
7508,238197-21,MTG,2020-01-21,BR,245.000000
7509,301000.B,MTG,2020-01-21,BR,23990.400000
7510,301000.B,MTG,2020-01-21,BR,399.840000
7511,334526-35,MTG,2020-01-21,BR,233.000000
7512,602017,MTG,2020-01-21,BR,2800.000000
7513,602017,MTG,2020-01-21,BR,1000.000000
7514,602037,MTG,2020-01-21,BR,2000.000000
7515,65908400004,MTG,2020-01-21,BR,10.000000
7516,80955,MTG,2020-01-21,BR,1.000000
7517,901764,MTG,2020-01-21,BR,1000.000000
7518,93100XBEE.B,MTG,2020-01-21,BR,630.000000
7519,BC32OZP-12,MTG,2020-01-21,BR,28.000000
7520,BC5GALP-12,MTG,2020-01-21,BR,84.000000
7521,RFS-05,MTG,2020-01-21,BR,6.000000
7522,RFS-55,MTG,2020-01-21,BR,10.000000
7523,022042,MTG,2020-01-22,BR,7150.000000
7524,071332,MTG,2020-01-22,BR,100.000000
7525,084104P,MTG,2020-01-22,BR,50.000000
7526,087764GF,MTG,2020-01-22,BR,30.000000
7527,087764LME,MTG,2020-01-22,BR,200.000000
7528,087764WK,MTG,2020-01-22,BR,50.000000
7529,087916DGP-A,MTG,2020-01-22,BR,25.000000
7530,088016,MTG,2020-01-22,BR,10.000000
7531,088016N,MTG,2020-01-22,BR,10.000000
7532,092132,MTG,2020-01-22,BR,100.000000
7533,093008,MTG,2020-01-22,BR,500.000000
7534,095932,MTG,2020-01-22,BR,100.000000
7535,11012663,MTG,2020-01-22,BR,48.000000
7536,1200,MTG,2020-01-22,BR,50.000000
7537,120032,MTG,2020-01-22,BR,100.000000
7538,120132,MTG,2020-01-22,BR,100.000000
7539,14649,MTG,2020-01-22,BR,51.000000
7540,1700,MTG,2020-01-22,BR,25.000000
7541,185-DE050C12,MTG,2020-01-22,BR,120.000000
7542,55732,MTG,2020-01-22,BR,50.000000
7543,602000,MTG,2020-01-22,BR,2000.000000
7544,602009,MTG,2020-01-22,BR,2000.000000
7545,602043PURPLE,MTG,2020-01-22,BR,1000.000000
7546,602605,MTG,2020-01-22,BR,750.000000
7547,902804,MTG,2020-01-22,BR,700.000000
7548,920008,MTG,2020-01-22,BR,1470.000000
7549,94600.B,MTG,2020-01-22,BR,450.000000
7550,BG32HDFC,MTG,2020-01-22,BR,50.000000
7551,BG32WR,MTG,2020-01-22,BR,50.000000
7552,BK.7652944,MTG,2020-01-22,BR,200.000000
7553,LQ-0000-CLN,MTG,2020-01-22,BR,50.000000
7554,LQ-0000-PRT,MTG,2020-01-22,BR,50.000000
7555,PK303000.B,MTG,2020-01-22,BR,72000.000000
7556,022040,MTG,2020-01-23,BR,3575.000000
7557,022042,MTG,2020-01-23,BR,2860.000000
7558,027205,MTG,2020-01-23,BR,24.000000
7559,028703,MTG,2020-01-23,BR,96.000000
7560,083232,MTG,2020-01-23,BR,100.000000
7561,084104GF,MTG,2020-01-23,BR,90.000000
7562,089965,MTG,2020-01-23,BR,24.000000
7563,092232P,MTG,2020-01-23,BR,100.000000
7564,092232PC,MTG,2020-01-23,BR,50.000000
7565,092232WK,MTG,2020-01-23,BR,60.000000
7566,093008FSN,MTG,2020-01-23,BR,50.000000
7567,093108DP-A,MTG,2020-01-23,BR,50.000000
7568,093108FSN,MTG,2020-01-23,BR,30.000000
7569,093108GP-A,MTG,2020-01-23,BR,25.000000
7570,093616FIN,MTG,2020-01-23,BR,250.000000
7571,096132,MTG,2020-01-23,BR,250.000000
7572,096132C,MTG,2020-01-23,BR,40.000000
7573,096132DG,MTG,2020-01-23,BR,40.000000
7574,096132LME,MTG,2020-01-23,BR,25.000000
7575,096232,MTG,2020-01-23,BR,257.000000
7576,098932,MTG,2020-01-23,BR,200.000000
7577,11012663,MTG,2020-01-23,BR,48.000000
7578,14408,MTG,2020-01-23,BR,400.000000
7579,185-DE050C12,MTG,2020-01-23,BR,180.000000
7580,185-DE050CNC12,MTG,2020-01-23,BR,348.000000
7581,303000.B,MTG,2020-01-23,BR,15000.000000
7582,33400.B,MTG,2020-01-23,BR,400.000000
7583,602009,MTG,2020-01-23,BR,400.000000
7584,602011,MTG,2020-01-23,BR,250.000000
7585,602049,MTG,2020-01-23,BR,200.000000
7586,86700.B,MTG,2020-01-23,BR,150.000000
7587,920008,MTG,2020-01-23,BR,1030.000000
7588,94900.B,MTG,2020-01-23,BR,1000.000000
7589,95600.B,MTG,2020-01-23,BR,100.000000
7590,BG32EC,MTG,2020-01-23,BR,50.000000
7591,BK.7652950,MTG,2020-01-23,BR,200.000000
7592,PK303000.B,MTG,2020-01-23,BR,208800.000000
7593,PK303000.B,MTG,2020-01-23,BR,108000.000000
7594,022040,MTG,2020-01-24,BR,8580.000000
7595,022040,MTG,2020-01-24,BR,6435.000000
7596,91000.B,MTG,2020-01-24,BR,300.000000
7597,93800.B,MTG,2020-01-24,BR,400.000000
7598,KIT2016A,MTG,2020-01-24,BR,1.000000
7599,022017,MTG,2020-01-27,BR,5525.000000
7600,026003,MTG,2020-01-27,BR,150.000000
7601,030300,MTG,2020-01-27,BR,288.000000
7602,043810,MTG,2020-01-27,BR,1500.000000
7603,089232F,MTG,2020-01-27,BR,75.000000
7604,092232DGP-A,MTG,2020-01-27,BR,125.000000
7605,092232GF,MTG,2020-01-27,BR,30.000000
7606,092232LME,MTG,2020-01-27,BR,504.000000
7607,093108,MTG,2020-01-27,BR,100.000000
7608,094933DG,MTG,2020-01-27,BR,42.000000
7609,094933F,MTG,2020-01-27,BR,50.000000
7610,097232,MTG,2020-01-27,BR,100.000000
7611,097232DG,MTG,2020-01-27,BR,28.000000
7612,097232GF,MTG,2020-01-27,BR,30.000000
7613,097232LME,MTG,2020-01-27,BR,25.000000
7614,11012663,MTG,2020-01-27,BR,48.000000
7615,1132,MTG,2020-01-27,BR,52.000000
7616,14308.B,MTG,2020-01-27,BR,350.000000
7617,14649,MTG,2020-01-27,BR,32.000000
7618,18699,MTG,2020-01-27,BR,200.000000
7619,199FRP1CFS,MTG,2020-01-27,BR,2400.000000
7620,20124,MTG,2020-01-27,BR,10.000000
7621,267310,MTG,2020-01-27,BR,72.000000
7622,303000.B,MTG,2020-01-27,BR,24000.000000
7623,3704681,MTG,2020-01-27,BR,39.000000
7624,3704681TA1,MTG,2020-01-27,BR,36.000000
7625,5359351.B,MTG,2020-01-27,BR,2000.000000
7626,602005,MTG,2020-01-27,BR,4000.000000
7627,602042,MTG,2020-01-27,BR,250.000000
7628,81500.B,MTG,2020-01-27,BR,750.000000
7629,89755.B,MTG,2020-01-27,BR,250.000000
7630,94400.B,MTG,2020-01-27,BR,400.000000
7631,BK.7652700,MTG,2020-01-27,BR,300.000000
7632,022017,MTG,2020-01-28,BR,7735.000000
7633,062527,MTG,2020-01-28,BR,847.000000
7634,071701,MTG,2020-01-28,BR,125.000000
7635,080400EUR,MTG,2020-01-28,BR,30.000000
7636,080400N,MTG,2020-01-28,BR,202.000000
7637,082314,MTG,2020-01-28,BR,50.000000
7638,083702,MTG,2020-01-28,BR,12.000000
7639,093016,MTG,2020-01-28,BR,500.000000
7640,093116DGP-A,MTG,2020-01-28,BR,25.000000
7641,093116FSN,MTG,2020-01-28,BR,30.000000
7642,096432,MTG,2020-01-28,BR,100.000000
7643,096604,MTG,2020-01-28,BR,100.000000
7644,102032-NP,MTG,2020-01-28,BR,20.000000
7645,10948768,MTG,2020-01-28,BR,200.000000
7646,11012663,MTG,2020-01-28,BR,24.000000
7647,132032,MTG,2020-01-28,BR,100.000000
7648,14649,MTG,2020-01-28,BR,117.000000
7649,208367V2.B,MTG,2020-01-28,BR,5100.000000
7650,234357-35.B,MTG,2020-01-28,BR,5100.000000
7651,234526-35,MTG,2020-01-28,BR,201.000000
7652,234526-35.B,MTG,2020-01-28,BR,2700.000000
7653,235826-35.B,MTG,2020-01-28,BR,5100.000000
7654,238197-21,MTG,2020-01-28,BR,591.000000
7655,238197-35.B,MTG,2020-01-28,BR,3600.000000
7656,24002T,MTG,2020-01-28,BR,36.000000
7657,267310,MTG,2020-01-28,BR,24.000000
7658,33200DIL.B,MTG,2020-01-28,BR,400.000000
7659,444526-35,MTG,2020-01-28,BR,209.000000
7660,602003,MTG,2020-01-28,BR,2800.000000
7661,602020,MTG,2020-01-28,BR,1500.000000
7662,602030,MTG,2020-01-28,BR,250.000000
7663,602030,MTG,2020-01-28,BR,250.000000
7664,7-1032,MTG,2020-01-28,BR,50.000000
7665,7-1093,MTG,2020-01-28,BR,-50.000000
7666,7-1093,MTG,2020-01-28,BR,50.000000
7667,7-1093,MTG,2020-01-28,BR,100.000000
7668,7-1099,MTG,2020-01-28,BR,50.000000
7669,90611,MTG,2020-01-28,BR,100.000000
7670,90711,MTG,2020-01-28,BR,50.000000
7671,94700.B,MTG,2020-01-28,BR,300.000000
7672,BP78776,MTG,2020-01-28,BR,50.000000
7673,KIT2016A,MTG,2020-01-28,BR,282.000000
7674,022017,MTG,2020-01-29,BR,2168.000000
7675,022027,MTG,2020-01-29,BR,7735.000000
7676,028000,MTG,2020-01-29,BR,40.000000
7677,028510LM,MTG,2020-01-29,BR,16.000000
7678,050630,MTG,2020-01-29,BR,831.000000
7679,052000-4/15,MTG,2020-01-29,BR,13.500000
7680,081716DGP-A,MTG,2020-01-29,BR,40.000000
7681,085900EUR,MTG,2020-01-29,BR,-20.000000
7682,085900EUR,MTG,2020-01-29,BR,80.000000
7683,086716,MTG,2020-01-29,BR,100.000000
7684,086716UN,MTG,2020-01-29,BR,10.000000
7685,087764FF,MTG,2020-01-29,BR,400.000000
7686,094616DGP-A,MTG,2020-01-29,BR,-30.000000
7687,094616DGP-A,MTG,2020-01-29,BR,30.000000
7688,094916DGP-A,MTG,2020-01-29,BR,30.000000
7689,095616,MTG,2020-01-29,BR,150.000000
7690,11012663,MTG,2020-01-29,BR,24.000000
7691,11167012,MTG,2020-01-29,BR,50.000000
7692,14316,MTG,2020-01-29,BR,200.000000
7693,17997347,MTG,2020-01-29,BR,80.000000
7694,17997362,MTG,2020-01-29,BR,80.000000
7695,17997388,MTG,2020-01-29,BR,40.000000
7696,17997404,MTG,2020-01-29,BR,120.000000
7697,18500.B,MTG,2020-01-29,BR,325.000000
7698,19971,MTG,2020-01-29,BR,440.000000
7699,199FRP1CFS,MTG,2020-01-29,BR,1400.000000
7700,208367,MTG,2020-01-29,BR,845.000000
7701,267310,MTG,2020-01-29,BR,24.000000
7702,27200.B,MTG,2020-01-29,BR,240.000000
7703,28500.B,MTG,2020-01-29,BR,1000.000000
7704,303000.B,MTG,2020-01-29,BR,14000.000000
7705,550597044,MTG,2020-01-29,BR,235.000000
7706,602017,MTG,2020-01-29,BR,2800.000000
7707,7-1087.B,MTG,2020-01-29,BR,120.000000
7708,7-1095,MTG,2020-01-29,BR,100.000000
7709,832GA5,MTG,2020-01-29,BR,2.000000
7710,8669723,MTG,2020-01-29,BR,300.000000
7711,90651,MTG,2020-01-29,BR,50.000000
7712,94444CON.B,MTG,2020-01-29,BR,250.000000
7713,97000DIL.B,MTG,2020-01-29,BR,250.000000
7714,97000DIL.B,MTG,2020-01-29,BR,250.000000
7715,97100.B,MTG,2020-01-29,BR,150.000000
7716,BP25396,MTG,2020-01-29,BR,100.000000
7717,022027,MTG,2020-01-30,BR,8840.000000
7718,071732,MTG,2020-01-30,BR,50.000000
7719,080416DSN,MTG,2020-01-30,BR,100.000000
7720,080416GF,MTG,2020-01-30,BR,150.000000
7721,080416GF,MTG,2020-01-30,BR,60.000000
7722,080416SP,MTG,2020-01-30,BR,50.000000
7723,080532C,MTG,2020-01-30,BR,40.000000
7724,080532GT,MTG,2020-01-30,BR,30.000000
7725,080532PW,MTG,2020-01-30,BR,200.000000
7726,081216A,MTG,2020-01-30,BR,600.000000
7727,081216B,MTG,2020-01-30,BR,600.000000
7728,081416GF,MTG,2020-01-30,BR,50.000000
7729,081516LME,MTG,2020-01-30,BR,100.000000
7730,082200,MTG,2020-01-30,BR,100.000000
7731,082708GF,MTG,2020-01-30,BR,100.000000
7732,083416GF,MTG,2020-01-30,BR,50.000000
7733,085600N,MTG,2020-01-30,BR,100.000000
7734,085900N,MTG,2020-01-30,BR,400.000000
7735,087208GF,MTG,2020-01-30,BR,50.000000
7736,087308,MTG,2020-01-30,BR,50.000000
7737,087764FF,MTG,2020-01-30,BR,80.000000
7738,089222FF,MTG,2020-01-30,BR,99.000000
7739,091016WK,MTG,2020-01-30,BR,50.000000
7740,093091,MTG,2020-01-30,BR,1.000000
7741,093105,MTG,2020-01-30,BR,1.000000
7742,093832,MTG,2020-01-30,BR,100.000000
7743,093932,MTG,2020-01-30,BR,75.000000
7744,11012663,MTG,2020-01-30,BR,24.000000
7745,14308FF,MTG,2020-01-30,BR,100.000000
7746,16600.B,MTG,2020-01-30,BR,200.000000
7747,16600.B,MTG,2020-01-30,BR,200.000000
7748,19902.B,MTG,2020-01-30,BR,1750.000000
7749,19902.B,MTG,2020-01-30,BR,1750.000000
7750,19971,MTG,2020-01-30,BR,260.000000
7751,199FRP1CFS,MTG,2020-01-30,BR,400.000000
7752,303000.B,MTG,2020-01-30,BR,4000.000000
7753,502,MTG,2020-01-30,BR,370.000000
7754,607017,MTG,2020-01-30,BR,1320.000000
7755,7-1031,MTG,2020-01-30,BR,50.000000
7756,7-1098,MTG,2020-01-30,BR,75.000000
7757,7-2728,MTG,2020-01-30,BR,100.000000
7758,83200.B,MTG,2020-01-30,BR,1500.000000
7759,93100GAS.B,MTG,2020-01-30,BR,275.000000
7760,BP56837,MTG,2020-01-30,BR,100.000000
7761,BP78727,MTG,2020-01-30,BR,50.000000
7762,100117,MTG,2020-01-31,BR,5000.000000
7763,100119,MTG,2020-01-31,BR,2640.000000
7764,607017,MTG,2020-01-31,BR,528.000000
7765,100117,MTG,2020-02-01,BR,8750.000000
7766,100119,MTG,2020-02-01,BR,1848.000000
7767,032300,MTG,2020-02-03,BR,75.000000
7768,071516P,MTG,2020-02-03,BR,100.000000
7769,071716DGP-A,MTG,2020-02-03,BR,25.000000
7770,071716GF,MTG,2020-02-03,BR,75.000000
7771,080416P,MTG,2020-02-03,BR,400.000000
7772,081900EUR,MTG,2020-02-03,BR,40.000000
7773,081900N,MTG,2020-02-03,BR,250.000000
7774,081900NC,MTG,2020-02-03,BR,50.000000
7775,082314NP,MTG,2020-02-03,BR,20.000000
7776,085700,MTG,2020-02-03,BR,40.000000
7777,085714GF,MTG,2020-02-03,BR,20.000000
7778,089600,MTG,2020-02-03,BR,40.000000
7779,089616PC,MTG,2020-02-03,BR,20.000000
7780,089732PC,MTG,2020-02-03,BR,100.000000
7781,089732PW,MTG,2020-02-03,BR,200.000000
7782,089732WK,MTG,2020-02-03,BR,30.000000
7783,089737P,MTG,2020-02-03,BR,100.000000
7784,090316N,MTG,2020-02-03,BR,2000.000000
7785,090516N,MTG,2020-02-03,BR,750.000000
7786,093900FF,MTG,2020-02-03,BR,2.000000
7787,094616PUN,MTG,2020-02-03,BR,25.000000
7788,094732,MTG,2020-02-03,BR,100.000000
7789,100117,MTG,2020-02-03,BR,6250.000000
7790,100119,MTG,2020-02-03,BR,82.000000
7791,11012663,MTG,2020-02-03,BR,48.000000
7792,14308FF,MTG,2020-02-03,BR,900.000000
7793,15941438,MTG,2020-02-03,BR,100.000000
7794,15941446,MTG,2020-02-03,BR,100.000000
7795,19901.B,MTG,2020-02-03,BR,250.000000
7796,208367V2.B,MTG,2020-02-03,BR,5100.000000
7797,234357-35.B,MTG,2020-02-03,BR,5100.000000
7798,30100EU1,MTG,2020-02-03,BR,50.000000
7799,30108EU1,MTG,2020-02-03,BR,50.000000
7800,5359872,MTG,2020-02-03,BR,200.000000
7801,602032CARB,MTG,2020-02-03,BR,650.000000
7802,602037,MTG,2020-02-03,BR,2000.000000
7803,7-2732,MTG,2020-02-03,BR,50.000000
7804,8669731,MTG,2020-02-03,BR,108.000000
7805,87700.B,MTG,2020-02-03,BR,1500.000000
7806,87700.B,MTG,2020-02-03,BR,1500.000000
7807,90601,MTG,2020-02-03,BR,150.000000
7808,93700.B,MTG,2020-02-03,BR,250.000000
7809,062527,MTG,2020-02-04,BR,842.000000
7810,071716LME,MTG,2020-02-04,BR,25.000000
7811,071718LME,MTG,2020-02-04,BR,25.000000
7812,080216GF,MTG,2020-02-04,BR,100.000000
7813,080216P,MTG,2020-02-04,BR,200.000000
7814,080216PC,MTG,2020-02-04,BR,50.000000
7815,080432DG,MTG,2020-02-04,BR,50.000000
7816,081400EUR,MTG,2020-02-04,BR,24.000000
7817,081400N,MTG,2020-02-04,BR,50.000000
7818,081432GF,MTG,2020-02-04,BR,200.000000
7819,081432IF,MTG,2020-02-04,BR,30.000000
7820,081432SP,MTG,2020-02-04,BR,30.000000
7821,081700EUR,MTG,2020-02-04,BR,24.000000
7822,081700N,MTG,2020-02-04,BR,100.000000
7823,082016,MTG,2020-02-04,BR,100.000000
7824,082016GF,MTG,2020-02-04,BR,80.000000
7825,086016LME,MTG,2020-02-04,BR,200.000000
7826,086416,MTG,2020-02-04,BR,50.000000
7827,086416GF,MTG,2020-02-04,BR,50.000000
7828,087104,MTG,2020-02-04,BR,50.000000
7829,087616LME,MTG,2020-02-04,BR,50.000000
7830,089732IF,MTG,2020-02-04,BR,60.000000
7831,092832LME,MTG,2020-02-04,BR,300.000000
7832,093105,MTG,2020-02-04,BR,4.000000
7833,094000,MTG,2020-02-04,BR,150.000000
7834,094400N,MTG,2020-02-04,BR,40.000000
7835,094600EUR,MTG,2020-02-04,BR,18.000000
7836,094632DG,MTG,2020-02-04,BR,40.000000
7837,094632PUN,MTG,2020-02-04,BR,25.000000
7838,100117,MTG,2020-02-04,BR,8750.000000
7839,1100,MTG,2020-02-04,BR,25.000000
7840,11012663,MTG,2020-02-04,BR,24.000000
7841,14087746,MTG,2020-02-04,BR,80.000000
7842,14308.B,MTG,2020-02-04,BR,214.128000
7843,14308FF,MTG,2020-02-04,BR,100.000000
7844,15358591,MTG,2020-02-04,BR,100.000000
7845,208367,MTG,2020-02-04,BR,823.000000
7846,3761483,MTG,2020-02-04,BR,50.000000
7847,602009,MTG,2020-02-04,BR,400.000000
7848,602020,MTG,2020-02-04,BR,250.000000
7849,602032CARB,MTG,2020-02-04,BR,2200.000000
7850,607006ORG,MTG,2020-02-04,BR,1320.000000
7851,7841265,MTG,2020-02-04,BR,48.000000
7852,81500.B,MTG,2020-02-04,BR,400.000000
7853,83200.B,MTG,2020-02-04,BR,2500.000000
