,itemcode,warehousecode,transactiondate,transactioncode,transactionqty
18601,44200.B,MTG,2021-02-16,BR,200.000000
18602,444526-35,MTG,2021-02-16,BR,478.000000
18603,446526-35,MTG,2021-02-16,BR,792.000000
18604,602607CONC,MTG,2021-02-16,BR,2250.000000
18605,602607CONC,MTG,2021-02-16,BR,2250.000000
18606,7841265,MTG,2021-02-16,BR,24.000000
18607,89755.B,MTG,2021-02-16,BR,250.000000
18608,89755.B,MTG,2021-02-16,BR,250.000000
18609,89755.B,MTG,2021-02-16,BR,250.000000
18610,89755.B,MTG,2021-02-16,BR,250.000000
18611,89755.B,MTG,2021-02-16,BR,250.000000
18612,89755.B,MTG,2021-02-16,BR,250.000000
18613,89950P1CFS,MTG,2021-02-16,BR,5000.000000
18614,905000,MTG,2021-02-16,BR,200.000000
18615,STN-G2,MTG,2021-02-16,BR,360.000000
18616,022001,MTG,2021-02-17,BR,20087.000000
18617,022008,MTG,2021-02-17,BR,1050.000000
18618,022014,MTG,2021-02-17,BR,6630.000000
18619,027005,MTG,2021-02-17,BR,3.000000
18620,052000G8/16,MTG,2021-02-17,BR,51.000000
18621,081204SW,MTG,2021-02-17,BR,25.000000
18622,085132SW,MTG,2021-02-17,BR,30.000000
18623,085606N,MTG,2021-02-17,BR,2475.000000
18624,090808,MTG,2021-02-17,BR,75.000000
18625,092800FF,MTG,2021-02-17,BR,72.000000
18626,092800SW,MTG,2021-02-17,BR,49.000000
18627,092832SS,MTG,2021-02-17,BR,100.000000
18628,094000,MTG,2021-02-17,BR,151.000000
18629,098616,MTG,2021-02-17,BR,400.000000
18630,098916FF,MTG,2021-02-17,BR,203.000000
18631,11007283,MTG,2021-02-17,BR,100.000000
18632,11007317,MTG,2021-02-17,BR,100.000000
18633,11012663,MTG,2021-02-17,BR,-8.000000
18634,11012663,MTG,2021-02-17,BR,72.000000
18635,14311R,MTG,2021-02-17,BR,50.000000
18636,208367V2.B,MTG,2021-02-17,BR,5100.000000
18637,234055,MTG,2021-02-17,BR,4.000000
18638,234357-35.B,MTG,2021-02-17,BR,250.000000
18639,57700.B,MTG,2021-02-17,BR,250.000000
18640,577G55,MTG,2021-02-17,BR,4.000000
18641,602003,MTG,2021-02-17,BR,800.000000
18642,7841265,MTG,2021-02-17,BR,120.000000
18643,81500.B,MTG,2021-02-17,BR,400.000000
18644,82255,MTG,2021-02-17,BR,5.000000
18645,905000,MTG,2021-02-17,BR,200.000000
18646,96100.B,MTG,2021-02-17,BR,2800.000000
18647,96100.B,MTG,2021-02-17,BR,2800.000000
18648,022014,MTG,2021-02-18,BR,11050.000000
18649,031200,MTG,2021-02-18,BR,833.000000
18650,080400FF,MTG,2021-02-18,BR,172.000000
18651,085600FF,MTG,2021-02-18,BR,180.000000
18652,085606N,MTG,2021-02-18,BR,2525.000000
18653,085616PC,MTG,2021-02-18,BR,300.000000
18654,086522SP,MTG,2021-02-18,BR,50.000000
18655,092800FF,MTG,2021-02-18,BR,280.000000
18656,093008FSN,MTG,2021-02-18,BR,50.000000
18657,093008PC,MTG,2021-02-18,BR,200.000000
18658,093108,MTG,2021-02-18,BR,100.000000
18659,097316FF,MTG,2021-02-18,BR,260.000000
18660,098616FF,MTG,2021-02-18,BR,59.000000
18661,129477,MTG,2021-02-18,BR,825.000000
18662,14087761,MTG,2021-02-18,BR,40.000000
18663,15003684,MTG,2021-02-18,BR,250.000000
18664,19925973,MTG,2021-02-18,BR,1033.000000
18665,234526-35.B,MTG,2021-02-18,BR,1500.000000
18666,238197-21,MTG,2021-02-18,BR,1678.000000
18667,238197-35.B,MTG,2021-02-18,BR,5100.000000
18668,238197-35.B,MTG,2021-02-18,BR,5100.000000
18669,303000.B,MTG,2021-02-18,BR,60000.000000
18670,602005,MTG,2021-02-18,BR,4000.000000
18671,634526-35,MTG,2021-02-18,BR,244.000000
18672,7-1033,MTG,2021-02-18,BR,50.000000
18673,7-1088,MTG,2021-02-18,BR,47.000000
18674,83200.B,MTG,2021-02-18,BR,600.000000
18675,89950P1CFS,MTG,2021-02-18,BR,6000.000000
18676,91000.B,MTG,2021-02-18,BR,150.000000
18677,94444RTU.B,MTG,2021-02-18,BR,1200.000000
18678,97200.B,MTG,2021-02-18,BR,400.000000
18679,022001,MTG,2021-02-19,BR,17503.000000
18680,022001,MTG,2021-02-19,BR,15582.000000
18681,022014,MTG,2021-02-19,BR,11050.000000
18682,022014,MTG,2021-02-19,BR,1.000000
18683,022014,MTG,2021-02-19,BR,1.000000
18684,022014,MTG,2021-02-19,BR,1.000000
18685,022014,MTG,2021-02-19,BR,1.000000
18686,022014,MTG,2021-02-19,BR,1.000000
18687,052000G8/16,MTG,2021-02-19,BR,14.000000
18688,11012663,MTG,2021-02-19,BR,32.000000
18689,15003684,MTG,2021-02-19,BR,-250.000000
18690,15003684,MTG,2021-02-19,BR,250.000000
18691,19925981,MTG,2021-02-19,BR,587.000000
18692,602005,MTG,2021-02-19,BR,4000.000000
18693,022001,MTG,2021-02-22,BR,6678.000000
18694,022014,MTG,2021-02-22,BR,6630.000000
18695,022019,MTG,2021-02-22,BR,5775.000000
18696,071600FF,MTG,2021-02-22,BR,216.000000
18697,071622P,MTG,2021-02-22,BR,240.000000
18698,085600FF,MTG,2021-02-22,BR,374.000000
18699,085616P,MTG,2021-02-22,BR,1671.000000
18700,085900FF,MTG,2021-02-22,BR,72.000000
18701,089632GF,MTG,2021-02-22,BR,50.000000
18702,093008,MTG,2021-02-22,BR,1500.000000
18703,093900FF,MTG,2021-02-22,BR,389.000000
18704,11012663,MTG,2021-02-22,BR,64.000000
18705,14044424,MTG,2021-02-22,BR,150.000000
18706,14308-STENS,MTG,2021-02-22,BR,210.000000
18707,15023781,MTG,2021-02-22,BR,102.000000
18708,15358591,MTG,2021-02-22,BR,200.000000
18709,15941438,MTG,2021-02-22,BR,165.000000
18710,208367V2.B,MTG,2021-02-22,BR,5100.000000
18711,234526-35.B,MTG,2021-02-22,BR,500.000000
18712,235826-35.B,MTG,2021-02-22,BR,5100.000000
18713,314G55,MTG,2021-02-22,BR,24.000000
18714,33200DIL.B,MTG,2021-02-22,BR,150.000000
18715,5359864,MTG,2021-02-22,BR,200.000000
18716,5359880,MTG,2021-02-22,BR,400.000000
18717,602003,MTG,2021-02-22,BR,1500.000000
18718,602005,MTG,2021-02-22,BR,-3700.000000
18719,602005,MTG,2021-02-22,BR,3700.000000
18720,602005,MTG,2021-02-22,BR,3700.000000
18721,7-1097,MTG,2021-02-22,BR,50.000000
18722,8669731,MTG,2021-02-22,BR,180.000000
18723,87700.B,MTG,2021-02-22,BR,1500.000000
18724,94444RTU.B,MTG,2021-02-22,BR,100.000000
18725,022014,MTG,2021-02-23,BR,13260.000000
18726,022019,MTG,2021-02-23,BR,9240.000000
18727,050630,MTG,2021-02-23,BR,2496.000000
18728,071622IC,MTG,2021-02-23,BR,100.000000
18729,071622P,MTG,2021-02-23,BR,760.000000
18730,071622PC,MTG,2021-02-23,BR,100.000000
18731,082708GF,MTG,2021-02-23,BR,300.000000
18732,083222P,MTG,2021-02-23,BR,250.000000
18733,085900FF,MTG,2021-02-23,BR,324.000000
18734,085922P,MTG,2021-02-23,BR,100.000000
18735,095122P,MTG,2021-02-23,BR,200.000000
18736,095322GF,MTG,2021-02-23,BR,32.000000
18737,096122N,MTG,2021-02-23,BR,160.000000
18738,096832,MTG,2021-02-23,BR,40.000000
18739,11012663,MTG,2021-02-23,BR,32.000000
18740,14308-STENS,MTG,2021-02-23,BR,215.000000
18741,14308C,MTG,2021-02-23,BR,750.000000
18742,14616C,MTG,2021-02-23,BR,40.000000
18743,14690,MTG,2021-02-23,BR,195.000000
18744,15003742,MTG,2021-02-23,BR,100.000000
18745,15941420,MTG,2021-02-23,BR,75.000000
18746,208367,MTG,2021-02-23,BR,819.000000
18747,234357-35.B,MTG,2021-02-23,BR,5100.000000
18748,234526-35.B,MTG,2021-02-23,BR,2520.000000
18749,234555,MTG,2021-02-23,BR,8.000000
18750,235826-35.B,MTG,2021-02-23,BR,5100.000000
18751,235826-35.B,MTG,2021-02-23,BR,5100.000000
18752,602001,MTG,2021-02-23,BR,325.000000
18753,602033KPK,MTG,2021-02-23,BR,100.000000
18754,602607CONC,MTG,2021-02-23,BR,2800.000000
18755,602607CONC,MTG,2021-02-23,BR,750.000000
18756,602607RTU,MTG,2021-02-23,BR,2150.000000
18757,602607RTU,MTG,2021-02-23,BR,2150.000000
18758,8669731,MTG,2021-02-23,BR,220.000000
18759,94700.B,MTG,2021-02-23,BR,250.000000
18760,022001,MTG,2021-02-24,BR,11130.000000
18761,022014,MTG,2021-02-24,BR,9945.000000
18762,022019,MTG,2021-02-24,BR,13860.000000
18763,031005,MTG,2021-02-24,BR,517.000000
18764,052003G39/51,MTG,2021-02-24,BR,26.400000
18765,081900N,MTG,2021-02-24,BR,500.000000
18766,082708DGP-A,MTG,2021-02-24,BR,100.000000
18767,082708F,MTG,2021-02-24,BR,50.000000
18768,082708F,MTG,2021-02-24,BR,75.000000
18769,082708IC,MTG,2021-02-24,BR,75.000000
18770,082708LME,MTG,2021-02-24,BR,25.000000
18771,082708WK,MTG,2021-02-24,BR,50.000000
18772,085900FF,MTG,2021-02-24,BR,629.000000
18773,089222P,MTG,2021-02-24,BR,240.000000
18774,093008SS,MTG,2021-02-24,BR,48.000000
18775,093108SS,MTG,2021-02-24,BR,100.000000
18776,096122N,MTG,2021-02-24,BR,2948.000000
18777,11012663,MTG,2021-02-24,BR,32.000000
18778,14308,MTG,2021-02-24,BR,2100.000000
18779,14616,MTG,2021-02-24,BR,150.000000
18780,14690,MTG,2021-02-24,BR,305.000000
18781,15003767,MTG,2021-02-24,BR,100.000000
18782,17997552,MTG,2021-02-24,BR,117.000000
18783,17997578,MTG,2021-02-24,BR,78.000000
18784,234357-35,MTG,2021-02-24,BR,1279.000000
18785,234357-35.B,MTG,2021-02-24,BR,5100.000000
18786,234357-35.B,MTG,2021-02-24,BR,2520.000000
18787,235826-35.B,MTG,2021-02-24,BR,5100.000000
18788,235826-35.B,MTG,2021-02-24,BR,5100.000000
18789,236226-35,MTG,2021-02-24,BR,379.000000
18790,236226-35.B,MTG,2021-02-24,BR,2520.000000
18791,238197-21,MTG,2021-02-24,BR,402.000000
18792,238197-35.B,MTG,2021-02-24,BR,2520.000000
18793,303000.B,MTG,2021-02-24,BR,45000.000000
18794,335826-35,MTG,2021-02-24,BR,1605.000000
18795,500500,MTG,2021-02-24,BR,3300.000000
18796,602000,MTG,2021-02-24,BR,1725.000000
18797,602005,MTG,2021-02-24,BR,4000.000000
18798,634526-35,MTG,2021-02-24,BR,394.000000
18799,83200.B,MTG,2021-02-24,BR,650.000000
18800,89950P1CFS,MTG,2021-02-24,BR,4500.000000
18801,93100GAS.B,MTG,2021-02-24,BR,400.000000
18802,93100GAS.B,MTG,2021-02-24,BR,400.000000
18803,93100GAS.B,MTG,2021-02-24,BR,400.000000
18804,93100GAS.B,MTG,2021-02-24,BR,400.000000
18805,BE1922,MTG,2021-02-24,BR,100.000000
18806,022001,MTG,2021-02-25,BR,14840.000000
18807,022014,MTG,2021-02-25,BR,11050.000000
18808,022016,MTG,2021-02-25,BR,9800.000000
18809,022019,MTG,2021-02-25,BR,1155.000000
18810,032300FF,MTG,2021-02-25,BR,80.000000
18811,033264,MTG,2021-02-25,BR,100.000000
18812,080116GF,MTG,2021-02-25,BR,57.000000
18813,080922P,MTG,2021-02-25,BR,50.000000
18814,081022,MTG,2021-02-25,BR,75.000000
18815,081318GF,MTG,2021-02-25,BR,40.000000
18816,081816PC,MTG,2021-02-25,BR,30.000000
18817,082708IC,MTG,2021-02-25,BR,100.000000
18818,085616SS,MTG,2021-02-25,BR,800.000000
18819,087764,MTG,2021-02-25,BR,400.000000
18820,087764C,MTG,2021-02-25,BR,50.000000
18821,087764GF,MTG,2021-02-25,BR,30.000000
18822,087764WK,MTG,2021-02-25,BR,50.000000
18823,089222GF,MTG,2021-02-25,BR,100.000000
18824,089222IC,MTG,2021-02-25,BR,150.000000
18825,089222P,MTG,2021-02-25,BR,760.000000
18826,093008SS,MTG,2021-02-25,BR,80.000000
18827,11012663,MTG,2021-02-25,BR,32.000000
18828,14308,MTG,2021-02-25,BR,3570.000000
18829,15003759,MTG,2021-02-25,BR,150.000000
18830,15023799,MTG,2021-02-25,BR,150.000000
18831,15023815,MTG,2021-02-25,BR,100.000000
18832,185-V0042C12,MTG,2021-02-25,BR,182.000000
18833,185-V336C12,MTG,2021-02-25,BR,34.000000
18834,19903USA.B,MTG,2021-02-25,BR,1600.000000
18835,205-GF010R12,MTG,2021-02-25,BR,-40.000000
18836,205-GF010R12,MTG,2021-02-25,BR,40.000000
18837,205-GF010R12,MTG,2021-02-25,BR,40.000000
18838,301000.B,MTG,2021-02-25,BR,2598.960000
18839,301000.B,MTG,2021-02-25,BR,39168.000000
18840,303000.B,MTG,2021-02-25,BR,4800.000000
18841,316G55M,MTG,2021-02-25,BR,48.000000
18842,4722VERYCOOK,MTG,2021-02-25,BR,167.000000
18843,602009,MTG,2021-02-25,BR,1000.000000
18844,602017,MTG,2021-02-25,BR,2800.000000
18845,602020,MTG,2021-02-25,BR,2000.000000
18846,7-2729,MTG,2021-02-25,BR,50.000000
18847,93100DSL.B,MTG,2021-02-25,BR,150.000000
18848,94700.B,MTG,2021-02-25,BR,250.000000
18849,95600.B,MTG,2021-02-25,BR,100.000000
18850,BE2122,MTG,2021-02-25,BR,30.000000
18851,BE2222,MTG,2021-02-25,BR,45.000000
18852,022014,MTG,2021-02-26,BR,11050.000000
18853,022016,MTG,2021-02-26,BR,15680.000000
18854,085100FF,MTG,2021-02-26,BR,-1.000000
18855,085900FF,MTG,2021-02-26,BR,-36.000000
18856,602005,MTG,2021-02-26,BR,4000.000000
18857,93100XBEE.B,MTG,2021-02-26,BR,4510.000000
18858,022001,MTG,2021-03-01,BR,21357.000000
18859,022016,MTG,2021-03-01,BR,11760.000000
18860,032300FF,MTG,2021-03-01,BR,165.000000
18861,040050P,MTG,2021-03-01,BR,30.000000
18862,080416P,MTG,2021-03-01,BR,200.000000
18863,081500EUR,MTG,2021-03-01,BR,24.000000
18864,081700EUR,MTG,2021-03-01,BR,24.000000
18865,081700N,MTG,2021-03-01,BR,100.000000
18866,082222,MTG,2021-03-01,BR,1000.000000
18867,084308P,MTG,2021-03-01,BR,100.000000
18868,085716FP,MTG,2021-03-01,BR,150.000000
18869,087208,MTG,2021-03-01,BR,49.000000
18870,087208GF,MTG,2021-03-01,BR,50.000000
18871,087208WK,MTG,2021-03-01,BR,50.000000
18872,090116,MTG,2021-03-01,BR,30.000000
18873,093922,MTG,2021-03-01,BR,600.000000
18874,095022P,MTG,2021-03-01,BR,121.000000
18875,11012663,MTG,2021-03-01,BR,64.000000
18876,14087746,MTG,2021-03-01,BR,50.000000
18877,14308,MTG,2021-03-01,BR,2040.000000
18878,14308FF,MTG,2021-03-01,BR,700.000000
18879,14308FFC,MTG,2021-03-01,BR,150.000000
18880,15941446,MTG,2021-03-01,BR,50.000000
18881,15941453,MTG,2021-03-01,BR,58.000000
18882,18009985,MTG,2021-03-01,BR,50.000000
18883,19902.B,MTG,2021-03-01,BR,1150.000000
18884,19902.B,MTG,2021-03-01,BR,150.000000
18885,19903USA.B,MTG,2021-03-01,BR,2625.000000
18886,19903USA.B,MTG,2021-03-01,BR,1125.000000
18887,19925973,MTG,2021-03-01,BR,1000.000000
18888,19925981,MTG,2021-03-01,BR,144.000000
18889,234192-T35.B,MTG,2021-03-01,BR,1500.000000
18890,303000.B,MTG,2021-03-01,BR,30000.000000
18891,500420,MTG,2021-03-01,BR,5100.000000
18892,57700.B,MTG,2021-03-01,BR,100.000000
18893,7841265,MTG,2021-03-01,BR,24.000000
18894,89950P1CFS,MTG,2021-03-01,BR,3000.000000
18895,93100GAS.B,MTG,2021-03-01,BR,175.000000
18896,97200.B,MTG,2021-03-01,BR,200.000000
18897,BE1722,MTG,2021-03-01,BR,85.000000
18898,OS022016,MTG,2021-03-01,BR,11760.000000
18899,OS022016BLACK,MTG,2021-03-01,BR,11760.000000
18900,XBEE275,MTG,2021-03-01,BR,2.000000
18901,XBEE55,MTG,2021-03-01,BR,72.000000
18902,022001,MTG,2021-03-02,BR,15376.000000
18903,022014,MTG,2021-03-02,BR,6630.000000
18904,022016,MTG,2021-03-02,BR,17640.000000
18905,031004,MTG,2021-03-02,BR,837.000000
18906,050630,MTG,2021-03-02,BR,841.000000
18907,080416P,MTG,2021-03-02,BR,800.000000
18908,081900FF,MTG,2021-03-02,BR,120.000000
18909,081900SW,MTG,2021-03-02,BR,63.000000
18910,081922P,MTG,2021-03-02,BR,501.000000
18911,081922PC,MTG,2021-03-02,BR,150.000000
18912,083232,MTG,2021-03-02,BR,200.000000
18913,090316N,MTG,2021-03-02,BR,1000.000000
18914,092200EUR,MTG,2021-03-02,BR,24.000000
18915,092600EUR,MTG,2021-03-02,BR,23.000000
18916,092800,MTG,2021-03-02,BR,50.000000
18917,096232,MTG,2021-03-02,BR,500.000000
18918,097532,MTG,2021-03-02,BR,30.000000
18919,102003FP,MTG,2021-03-02,BR,30.000000
18920,1193283,MTG,2021-03-02,BR,42.000000
18921,120132,MTG,2021-03-02,BR,100.000000
18922,14308FF,MTG,2021-03-02,BR,500.000000
18923,14308SS,MTG,2021-03-02,BR,140.000000
18924,19925981,MTG,2021-03-02,BR,856.000000
18925,208367,MTG,2021-03-02,BR,1243.000000
18926,208367V2.B,MTG,2021-03-02,BR,5100.000000
18927,208367V2.B,MTG,2021-03-02,BR,2520.000000
18928,234192-T35,MTG,2021-03-02,BR,215.000000
18929,234357-35,MTG,2021-03-02,BR,832.000000
18930,234357-35.B,MTG,2021-03-02,BR,5100.000000
18931,234526-35.B,MTG,2021-03-02,BR,5100.000000
18932,235826-35.B,MTG,2021-03-02,BR,5100.000000
18933,235826-35.B,MTG,2021-03-02,BR,5100.000000
18934,27200.B,MTG,2021-03-02,BR,1400.000000
18935,28100.B,MTG,2021-03-02,BR,240.000000
18936,28500.B,MTG,2021-03-02,BR,700.000000
18937,303000.B,MTG,2021-03-02,BR,55000.000000
18938,602016,MTG,2021-03-02,BR,100.000000
18939,602017,MTG,2021-03-02,BR,1500.000000
18940,602032CARB,MTG,2021-03-02,BR,2200.000000
18941,602042,MTG,2021-03-02,BR,1500.000000
18942,634526-35,MTG,2021-03-02,BR,848.000000
18943,835826-35,MTG,2021-03-02,BR,830.000000
18944,89950P1CFS,MTG,2021-03-02,BR,5500.000000
18945,90661,MTG,2021-03-02,BR,51.000000
18946,94200.B,MTG,2021-03-02,BR,1775.000000
18947,94400.B,MTG,2021-03-02,BR,250.000000
18948,94600.B,MTG,2021-03-02,BR,250.000000
18949,95900.B,MTG,2021-03-02,BR,325.000000
18950,BG32EC,MTG,2021-03-02,BR,50.000000
18951,BG32WR,MTG,2021-03-02,BR,50.000000
18952,022001,MTG,2021-03-03,BR,17437.000000
18953,022014,MTG,2021-03-03,BR,7735.000000
18954,022016,MTG,2021-03-03,BR,17640.000000
18955,079950,MTG,2021-03-03,BR,50.000000
18956,081900FF,MTG,2021-03-03,BR,-1200.000000
18957,081900FF,MTG,2021-03-03,BR,1200.000000
18958,081900FF,MTG,2021-03-03,BR,1200.000000
18959,089950,MTG,2021-03-03,BR,200.000000
18960,089970,MTG,2021-03-03,BR,100.000000
18961,092232GF,MTG,2021-03-03,BR,100.000000
18962,092232P,MTG,2021-03-03,BR,100.000000
18963,092232WK,MTG,2021-03-03,BR,51.000000
18964,093016,MTG,2021-03-03,BR,800.000000
18965,094100,MTG,2021-03-03,BR,63.000000
18966,094700EUR,MTG,2021-03-03,BR,24.000000
18967,097232,MTG,2021-03-03,BR,100.000000
18968,097232F,MTG,2021-03-03,BR,50.000000
18969,097232GF,MTG,2021-03-03,BR,50.000000
18970,097232WK,MTG,2021-03-03,BR,75.000000
18971,103032R-6,MTG,2021-03-03,BR,40.000000
18972,11012663,MTG,2021-03-03,BR,64.000000
18973,16600.B,MTG,2021-03-03,BR,160.000000
18974,601013PACLR,MTG,2021-03-03,BR,43.500000
18975,601013PACLR,MTG,2021-03-03,BR,43.500000
18976,602005,MTG,2021-03-03,BR,-2150.000000
18977,602005,MTG,2021-03-03,BR,-2150.000000
18978,602005,MTG,2021-03-03,BR,2150.000000
18979,602005,MTG,2021-03-03,BR,2150.000000
18980,602005,MTG,2021-03-03,BR,4000.000000
18981,602046,MTG,2021-03-03,BR,2800.000000
18982,602046,MTG,2021-03-03,BR,1100.000000
18983,602604,MTG,2021-03-03,BR,170.000000
18984,602605,MTG,2021-03-03,BR,1275.000000
18985,920016,MTG,2021-03-03,BR,945.000000
18986,OS022014,MTG,2021-03-03,BR,50830.000000
18987,STN-G1,MTG,2021-03-03,BR,900.000000
18988,STN-G2,MTG,2021-03-03,BR,360.000000
18989,022001,MTG,2021-03-04,BR,11130.000000
18990,022014,MTG,2021-03-04,BR,9945.000000
18991,022016,MTG,2021-03-04,BR,17640.000000
18992,028355,MTG,2021-03-04,BR,1.000000
18993,081316PC,MTG,2021-03-04,BR,100.000000
18994,081400EUR,MTG,2021-03-04,BR,72.000000
18995,081900FF,MTG,2021-03-04,BR,172.000000
18996,085933F,MTG,2021-03-04,BR,50.000000
18997,086016,MTG,2021-03-04,BR,200.000000
18998,088922FF,MTG,2021-03-04,BR,100.000000
18999,092800FF,MTG,2021-03-04,BR,302.000000
19000,093016SS,MTG,2021-03-04,BR,36.000000
19001,093105,MTG,2021-03-04,BR,5.000000
19002,094100,MTG,2021-03-04,BR,137.000000
19003,095616,MTG,2021-03-04,BR,200.000000
19004,095932,MTG,2021-03-04,BR,200.000000
19005,096132,MTG,2021-03-04,BR,1000.000000
19006,096432,MTG,2021-03-04,BR,103.000000
19007,098932,MTG,2021-03-04,BR,201.000000
19008,103000,MTG,2021-03-04,BR,200.000000
19009,11012663,MTG,2021-03-04,BR,96.000000
19010,14044424,MTG,2021-03-04,BR,100.000000
19011,14316,MTG,2021-03-04,BR,400.000000
19012,15941404,MTG,2021-03-04,BR,75.000000
19013,18009993,MTG,2021-03-04,BR,75.000000
19014,18500.B,MTG,2021-03-04,BR,325.000000
19015,18500.B,MTG,2021-03-04,BR,100.000000
19016,19055,MTG,2021-03-04,BR,3.000000
19017,19902.B,MTG,2021-03-04,BR,500.000000
19018,28500.B,MTG,2021-03-04,BR,125.000000
19019,3704673,MTG,2021-03-04,BR,60.000000
19020,602017,MTG,2021-03-04,BR,2800.000000
19021,602049,MTG,2021-03-04,BR,100.000000
19022,7841265,MTG,2021-03-04,BR,48.000000
19023,95600.B,MTG,2021-03-04,BR,100.000000
19024,BE1416,MTG,2021-03-04,BR,60.000000
19025,BE1516,MTG,2021-03-04,BR,75.000000
19026,SP016,MTG,2021-03-04,BR,100.000000
19027,022014,MTG,2021-03-05,BR,8840.000000
19028,022016,MTG,2021-03-05,BR,13720.000000
19029,302265CLR,MTG,2021-03-05,BR,32.000000
19030,022015,MTG,2021-03-08,BR,9800.000000
19031,022017,MTG,2021-03-08,BR,7735.000000
19032,027400,MTG,2021-03-08,BR,75.000000
19033,028402,MTG,2021-03-08,BR,15.000000
19034,032300,MTG,2021-03-08,BR,150.000000
19035,080400FF,MTG,2021-03-08,BR,179.000000
19036,081216A,MTG,2021-03-08,BR,1200.000000
19037,081216AC,MTG,2021-03-08,BR,240.000000
19038,081216B,MTG,2021-03-08,BR,1200.000000
19039,081216BC,MTG,2021-03-08,BR,240.000000
19040,081416GF,MTG,2021-03-08,BR,50.000000
19041,083702,MTG,2021-03-08,BR,60.000000
19042,085632,MTG,2021-03-08,BR,600.000000
19043,086416,MTG,2021-03-08,BR,125.000000
19044,087616,MTG,2021-03-08,BR,207.000000
19045,093016SS,MTG,2021-03-08,BR,324.000000
19046,093105,MTG,2021-03-08,BR,4.000000
19047,094700FF,MTG,2021-03-08,BR,100.000000
19048,096132FFC,MTG,2021-03-08,BR,60.000000
19049,097232FF,MTG,2021-03-08,BR,177.000000
19050,11012663,MTG,2021-03-08,BR,64.000000
19051,120032,MTG,2021-03-08,BR,250.000000
19052,14308.B,MTG,2021-03-08,BR,100.000000
19053,15026370,MTG,2021-03-08,BR,1000.000000
19054,234357-35.B,MTG,2021-03-08,BR,5100.000000
19055,234526-35.B,MTG,2021-03-08,BR,5100.000000
19056,33200DIL.B,MTG,2021-03-08,BR,350.000000
19057,3704673,MTG,2021-03-08,BR,140.000000
19058,3704756,MTG,2021-03-08,BR,40.000000
19059,401141,MTG,2021-03-08,BR,50.000000
19060,5359864,MTG,2021-03-08,BR,200.000000
19061,602032CARB,MTG,2021-03-08,BR,2200.000000
19062,7841265,MTG,2021-03-08,BR,72.000000
19063,81500.B,MTG,2021-03-08,BR,650.000000
19064,89755.B,MTG,2021-03-08,BR,250.000000
19065,93100GAS.B,MTG,2021-03-08,BR,3050.000000
19066,94500.B,MTG,2021-03-08,BR,425.000000
19067,94900.B,MTG,2021-03-08,BR,750.000000
19068,BE2022,MTG,2021-03-08,BR,50.000000
19069,STN-Q1-KITS,MTG,2021-03-08,BR,1200.000000
19070,STN-Q1-KITS,MTG,2021-03-08,BR,600.000000
19071,STN-Q2-KITS,MTG,2021-03-08,BR,1200.000000
19072,STN-Q2-KITS,MTG,2021-03-08,BR,600.000000
19073,027232,MTG,2021-03-09,BR,100.000000
19074,028532,MTG,2021-03-09,BR,150.000000
19075,035001,MTG,2021-03-09,BR,50.000000
19076,050630,MTG,2021-03-09,BR,845.000000
19077,071516P,MTG,2021-03-09,BR,100.000000
19078,080216P,MTG,2021-03-09,BR,200.000000
19079,081216,MTG,2021-03-09,BR,200.000000
19080,081216C,MTG,2021-03-09,BR,1200.000000
19081,081216CC,MTG,2021-03-09,BR,240.000000
19082,081216CK,MTG,2021-03-09,BR,40.000000
19083,082016,MTG,2021-03-09,BR,100.000000
19084,085116PW,MTG,2021-03-09,BR,300.000000
19085,089910,MTG,2021-03-09,BR,100.000000
19086,094200N,MTG,2021-03-09,BR,100.000000
19087,100527,MTG,2021-03-09,BR,2027.500000
19088,11012663,MTG,2021-03-09,BR,64.000000
19089,17997610,MTG,2021-03-09,BR,150.000000
19090,17997644,MTG,2021-03-09,BR,120.000000
19091,199FRP1CFS,MTG,2021-03-09,BR,1500.000000
19092,208367,MTG,2021-03-09,BR,805.000000
19093,208367V2.B,MTG,2021-03-09,BR,5100.000000
19094,208367V2.B,MTG,2021-03-09,BR,5100.000000
19095,208367V2.B,MTG,2021-03-09,BR,5100.000000
19096,234357-35,MTG,2021-03-09,BR,827.000000
19097,235826-35.B,MTG,2021-03-09,BR,5100.000000
19098,236226-35,MTG,2021-03-09,BR,850.000000
19099,236226-35.B,MTG,2021-03-09,BR,5100.000000
19100,303000.B,MTG,2021-03-09,BR,35000.000000
19101,303000.B,MTG,2021-03-09,BR,15000.000000
19102,329477-35,MTG,2021-03-09,BR,945.000000
19103,435059,MTG,2021-03-09,BR,25.000000
19104,444526-35,MTG,2021-03-09,BR,829.000000
19105,5359880,MTG,2021-03-09,BR,364.000000
19106,602003,MTG,2021-03-09,BR,2200.000000
19107,602009,MTG,2021-03-09,BR,1900.000000
19108,602016,MTG,2021-03-09,BR,200.000000
19109,602043PURPLE,MTG,2021-03-09,BR,200.000000
19110,7-1087,MTG,2021-03-09,BR,150.000000
19111,7841265,MTG,2021-03-09,BR,24.000000
19112,89950P1CFS,MTG,2021-03-09,BR,3500.000000
19113,022001,MTG,2021-03-10,BR,20283.000000
19114,022015,MTG,2021-03-10,BR,1960.000000
19115,022017,MTG,2021-03-10,BR,12155.000000
19116,022028,MTG,2021-03-10,BR,9800.000000
19117,031005,MTG,2021-03-10,BR,226.000000
19118,081400FF,MTG,2021-03-10,BR,144.000000
