Blend,Desc,hr,expOH,Count,CountDate,Difference
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,630.0,475.0,10/12/2021,-155.0
18500.B,18500.B - BLEND-SEMI SYN Hydraulic Fluid,,835.0,575.0,10/12/2021,-260.0
14308.B,14308.B - BLEND-STARTRON AUTO GAS,,308.187,855.0,10/12/2021,546.813
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,3336.0,3340.0,10/11/2021,4.0
052004N,052004N - BLEND-BIOSAFE ANTIFREEZE (NF),,75.0,40.0,10/11/2021,-35.0
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,115.0,90.0,10/11/2021,-25.0
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,1194.0,360.0,10/11/2021,7446.0
602001,602001 - BLEND-BILGE CLEANER,,532.0,550.0,10/11/2021,783.0
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,245.0,585.0,10/11/2021,340.0
602604,602604 - BLEND-Citrus Boat Wash (orange,,95.0,60.0,10/11/2021,-35.0
94500.B,94500.B - BLEND-ORANGE BOAT WASH,,23.0,145.0,10/11/2021,122.0
95000.B,95000.B - BLEND-VIEW GUARD,,51.875,50.0,10/11/2021,-1.875
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,3336.0,3340.0,10/11/2021,4.0
052004N,052004N - BLEND-BIOSAFE ANTIFREEZE (NF),,75.0,40.0,10/11/2021,-35.0
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,115.0,90.0,10/11/2021,-25.0
602020,602020 - BLEND-BARNACLE REMOVER,,679.0,680.0,10/11/2021,1776.0
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,245.0,585.0,10/11/2021,340.0
602604,602604 - BLEND-Citrus Boat Wash (orange,,95.0,60.0,10/11/2021,-35.0
94500.B,94500.B - BLEND-ORANGE BOAT WASH,,23.0,145.0,10/11/2021,122.0
95000.B,95000.B - BLEND-VIEW GUARD,,51.875,50.0,10/11/2021,-1.875
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,2070.0,1825.0,10/7/2021,-245.0
602046,602046 - BLEND-BOAT SOAP,,1370.0,1370.0,10/11/2021,0.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,2420.0,2420.0,10/11/2021,0.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,1222.5,1175.0,10/11/2021,-47.5
33200DIL.B,33200DIL.B - BLEND-STARCOOL AF (50/50),,2560.0,2560.0,10/11/2021,0.0
602017,602017 - BLEND-DECK CLEANER,,2230.0,2050.0,10/11/2021,-180.0
87700.B,87700.B - BLEND-ALUMINUM CLEANER 2,,4260.0,4560.0,10/11/2021,300.0
93100TANK.B,93100TANK.B - BLEND-STARTRON TANK TRTMNT,,300.0,300.0,10/11/2021,0.0
93100GASBLUE.B,93100GASBLUE.B - BLEND-Sierra Startron Gas BLUE,,112.5,100.0,10/11/2021,-12.5
5359351.B,5359351.B - BLEND-HD CHEM PREM TRT MINT,,375.0,350.0,10/11/2021,-25.0
91000.B,91000.B - BLEND-INFL BT & VINYL POLISH,,82.5,80.0,10/11/2021,-2.5
602082,602082 - BLEND-Low Odor Waterproofing,,300.0,300.0,10/11/2021,0.0
602033KPK,602033KPK - BLEND-EZ STORE/STRT GAS/DIESEL,,151.25,100.0,10/11/2021,-51.25
44200.B,44200.B - BLEND-UV PROTECTANT,,200.0,240.0,10/11/2021,40.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,835.0,670.0,10/6/2021,-165.0
87700.B,87700.B - BLEND-ALUMINUM CLEANER 2,,2410.0,2410.0,10/6/2021,0.0
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,907.5,835.0,10/6/2021,-72.5
94600.B,94600.B - BLEND-ORANGE WASH & WAX,,67.5,70.0,10/6/2021,2.5
83200.B,83200.B - BLEND-EXTREME CLEAN,,844.312,790.0,10/6/2021,-54.312
95400.B,95400.B - BLEND-Corrosion blocker,,105.0,105.0,10/6/2021,0.0
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,1925.0,1900.0,10/6/2021,-25.0
602045,602045 - BLEND-ULT STN BSTR RUG CLNR,,195.8194,205.0,10/6/2021,9.1806
94200.B,94200.B - BLEND-ORANGE CLEANER/DEGREASER,,573.7909,515.0,10/6/2021,-58.7909
602023,602023 - BLEND-VINYL BRITE,,342.0267,315.0,10/6/2021,-27.0267
94400.B,94400.B - BLEND-ORANGE BILGE CLEANER,,800.0,800.0,10/6/2021,0.0
94700.B,94700.B - BLEND-POWER PINE WASH & WAX,,700.0,695.0,10/5/2021,-5.0
602607CONC,602607CONC - BLEND-WM Descaler CONC,,835.0,825.0,10/5/2021,-10.0
1170570.B,1170570.B - BLEND-NITRATE NUTRIENTS,,98.0,355.0,10/5/2021,257.0
93100GASBLUE.B,93100GASBLUE.B - BLEND-Sierra Startron Gas BLUE,,323.75,270.0,10/5/2021,-53.75
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,155.0,140.0,10/5/2021,-15.0
602602,602602 - BLEND-GEL MILDEW STAIN RMVR,,195.0,175.0,10/5/2021,-20.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,5200.0,5100.0,10/5/2021,-100.0
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,,2943.1245,620.0,10/5/2021,-2323.1245
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,2080.0,1570.0,10/5/2021,-510.0
89755.B,89755.B - BLEND-ECO WATERPROOFING,,1255.0,1290.0,10/5/2021,35.0
602005,602005 - BLEND-WATERPROOFING,,1548.5545,425.0,10/5/2021,-1123.5545
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,2334.125,2130.0,10/4/2021,490.875
601013PA,601013PA - BLEND-EGAF with Ph. Acid,,670.38,495.0,10/4/2021,-175.38
602001,602001 - BLEND-BILGE CLEANER,,1315.0,1315.0,10/4/2021,0.0
602010,602010 - BLEND-TOILET TREAT LEMON,,3305.0,3090.0,10/4/2021,-215.0
602000,602000 - BLEND-BOAT WASH / RV WASH,,2050.0,2050.0,10/4/2021,0.0
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,4820.0,4680.0,10/4/2021,-140.0
96500.B,96500.B - BLEND-TEA TREE SPRAY,,180.0,175.0,10/4/2021,-5.0
602032CARB,602032CARB - BLEND-PREM TEAK OIL (carb comp,,407.5,365.0,10/4/2021,-42.5
97300.B,97300.B - BLEND-Deck Wax,,660.0,585.0,10/4/2021,-75.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,2995.5044,2845.0,10/4/2021,-150.5044
602030,602030 - BLEND-D-SCALING FLUSH,,315.0,315.0,10/4/2021,0.0
602020,602020 - BLEND-BARNACLE REMOVER,,2397.1538,2455.0,10/4/2021,57.8462
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,650.0,650.0,9/30/2021,0.0
93100XBEE.B,93100XBEE.B - BLEND-XBEE FUEL TREATMENT,,410.0,410.0,9/30/2021,0.0
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,,497.8745,2850.0,9/30/2021,1427.1255
1170570.B,1170570.B - BLEND-NITRATE NUTRIENTS,,98.0,98.0,9/30/2021,297.0
93100GASBLUE.B,93100GASBLUE.B - BLEND-Sierra Startron Gas BLUE,,48.75,0.0,9/30/2021,1.25
602023,602023 - BLEND-VINYL BRITE,,42.0267,10.0,9/30/2021,7.9733
94444RTU.B,94444RTU.B - BLEND-Salt Terminator RTU,,173.437,150.0,9/30/2021,51.563
89755.B,89755.B - BLEND-ECO WATERPROOFING,,1350.0,1255.0,9/27/2021,-95.0
602020,602020 - BLEND-BARNACLE REMOVER,,2575.5,2600.0,9/27/2021,24.5
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,545.0,545.0,9/27/2021,0.0
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,532.0,440.0,9/27/2021,-92.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,1417.937,1295.0,9/27/2021,-122.937
602030,602030 - BLEND-D-SCALING FLUSH,,315.0,315.0,9/27/2021,0.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,5085.0,5200.0,9/27/2021,115.0
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,838.375,650.0,9/27/2021,-188.375
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,1945.0,1925.0,9/27/2021,-20.0
602010,602010 - BLEND-TOILET TREAT LEMON,,2665.0,2605.0,9/23/2021,-60.0
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,3505.5,3320.0,9/23/2021,-185.5
96100.B,96100.B - BLEND-GEL HULL CLNR,,6434.615,3705.0,9/23/2021,-2729.615
28300.B,28300.B - BLEND-25W40 4STROKE,,120.0,75.0,9/23/2021,-45.0
91000.B,91000.B - BLEND-INFL BT & VINYL POLISH,,145.0,120.0,9/23/2021,-25.0
602077,602077 - BLEND-Concentrated Deck Cleane,,95.0,70.0,9/23/2021,-25.0
602017,602017 - BLEND-DECK CLEANER,,433.0,80.0,9/23/2021,-353.0
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,52.5,45.0,9/23/2021,-7.5
602016,602016 - BLEND-AWN CLNR/VINL SHMP/BT CV,,259.6153,230.0,9/23/2021,-29.6153
602000,602000 - BLEND-BOAT WASH / RV WASH,,135.0,200.0,9/23/2021,65.0
96500.B,96500.B - BLEND-TEA TREE SPRAY,,43.75,30.0,9/23/2021,-13.75
97300.B,97300.B - BLEND-Deck Wax,,72.5,60.0,9/23/2021,-12.5
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,3040.0,2825.0,9/22/2021,-215.0
602001,602001 - BLEND-BILGE CLEANER,,445.0,415.0,9/22/2021,-30.0
93100XBEE.B,93100XBEE.B - BLEND-XBEE FUEL TREATMENT,,343.0,410.0,9/22/2021,67.0
602068,602068 - BLEND-ECO HEAD LUBE,,50.0,50.0,9/22/2021,0.0
28100.B,28100.B - BLEND-SUP PRM SYN 4STK 10W30,,105.0,90.0,9/22/2021,-15.0
86700.B,86700.B - BLEND-RUB RAIL RESTORER,,25.0,0.0,9/22/2021,-25.0
101762,101762 - BLEND-Liquid Rubbing Compund-E,,312.5,290.0,9/22/2021,-22.5
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,956.5,790.0,9/21/2021,-166.5
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,,1560.9995,1925.0,9/21/2021,364.0005
94700.B,94700.B - BLEND-POWER PINE WASH & WAX,,700.0,700.0,9/21/2021,0.0
602009,602009 - BLEND-TEAK CLEANER,OIL,683.0,645.0,9/21/2021,-38.0
81500.B,81500.B - BLEND-TEAK BRTNR,,495.0,445.0,9/21/2021,-50.0
602607CONC,602607CONC - BLEND-WM Descaler CONC,,835.0,835.0,9/21/2021,0.0
602020,602020 - BLEND-BARNACLE REMOVER,,1825.5,1765.0,9/21/2021,-60.5
95000.B,95000.B - BLEND-VIEW GUARD,,155.0,150.0,9/21/2021,-5.0
88300.B,88300.B - BLEND-Screen Cleaner/Protector,,205.0,200.0,9/21/2021,-5.0
83200.B,83200.B - BLEND-EXTREME CLEAN,,2085.0,2085.0,9/21/2021,0.0
602046,602046 - BLEND-BOAT SOAP,,1570.0,1545.0,9/21/2021,-25.0
89755.B,89755.B - BLEND-ECO WATERPROOFING,,100.0,100.0,9/21/2021,0.0
94444RTU.B,94444RTU.B - BLEND-Salt Terminator RTU,,225.0,225.0,9/21/2021,0.0
87700.B,87700.B - BLEND-ALUMINUM CLEANER 2,,710.0,815.0,9/21/2021,105.0
94200.B,94200.B - BLEND-ORANGE CLEANER/DEGREASER,,148.7909,145.0,9/21/2021,-3.7909
7-2738.B,7-2738.B - BLEND-SPRAY FAST WAX,,147.75,250.0,9/21/2021,102.25
KA00116.B,KA00116.B - BLEND-KING AUTO CONC W/W,,440.0,515.0,9/21/2021,75.0
602032CARB,602032CARB - BLEND-PREM TEAK OIL (carb comp,,647.5,510.0,9/20/2021,-297.5
5359351.B,5359351.B - BLEND-HD CHEM PREM TRT MINT,,475.0,475.0,9/20/2021,0.0
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,395.0,395.0,9/20/2021,0.0
602011,602011 - BLEND-TOILET TREAT PINE,,245.0,195.0,9/20/2021,-50.0
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,770.0,795.0,9/20/2021,25.0
602030,602030 - BLEND-D-SCALING FLUSH,,19.0,15.0,9/20/2021,-4.0
602602,602602 - BLEND-GEL MILDEW STAIN RMVR,,505.0,495.0,9/20/2021,-10.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,2580.0,2470.0,9/20/2021,-110.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,2973.0,2885.0,9/20/2021,-88.0
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,1600.0,1580.0,9/20/2021,-20.0
14308.B,14308.B - BLEND-STARTRON AUTO GAS,,85.063,465.0,9/20/2021,379.937
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,1738.0,1695.0,9/20/2021,-43.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,1060.0,1060.0,9/20/2021,0.0
94400.B,94400.B - BLEND-ORANGE BILGE CLEANER,,820.0,800.0,9/20/2021,-20.0
33200DIL.B,33200DIL.B - BLEND-STARCOOL AF (50/50),,1080.0,1060.0,9/20/2021,-20.0
602005,602005 - BLEND-WATERPROOFING,,1548.5545,420.0,9/20/2021,-1128.5545
95022.B,95022.B - BLEND-SPIDER AWAY,,466.3846,395.0,9/20/2021,-71.3846
94700.B,94700.B - BLEND-POWER PINE WASH & WAX,,100.0,100.0,9/15/2021,0.0
28500.B,28500.B - BLEND-TRIM & TILT FLUID,,100.0,100.0,9/15/2021,0.0
81500.B,81500.B - BLEND-TEAK BRTNR,,615.0,645.0,9/15/2021,30.0
602000,602000 - BLEND-BOAT WASH / RV WASH,,450.0,360.0,9/15/2021,-90.0
95000.B,95000.B - BLEND-VIEW GUARD,,155.0,155.0,9/15/2021,0.0
88300.B,88300.B - BLEND-Screen Cleaner/Protector,,205.0,205.0,9/15/2021,0.0
83200.B,83200.B - BLEND-EXTREME CLEAN,,2230.0,2085.0,9/15/2021,-145.0
602020,602020 - BLEND-BARNACLE REMOVER,,1965.5,1740.0,9/14/2021,-225.5
14308.B,14308.B - BLEND-STARTRON AUTO GAS,,324.463,570.0,9/14/2021,245.537
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,2200.0,1940.0,9/14/2021,-260.0
602017,602017 - BLEND-DECK CLEANER,,1753.0,1460.0,9/14/2021,-293.0
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,4540.0,4450.0,9/14/2021,-90.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,1609.615,1535.0,9/14/2021,-74.615
602011,602011 - BLEND-TOILET TREAT PINE,,150.0,95.0,9/14/2021,-55.0
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,315.0,465.0,9/14/2021,150.0
602024,602024 - BLEND-RAIN VIEW,,60.0,50.0,9/14/2021,-10.0
602033KPK,602033KPK - BLEND-EZ STORE/STRT GAS/DIESEL,,207.5,170.0,9/14/2021,-37.5
94444RTU.B,94444RTU.B - BLEND-Salt Terminator RTU,,0.0,0.0,9/14/2021,0.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,260.0,225.0,9/14/2021,-35.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,4325.0,4320.0,9/13/2021,-5.0
602009,602009 - BLEND-TEAK CLEANER,,990.0,980.0,9/13/2021,-10.0
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,600.0,605.0,9/13/2021,5.0
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),OIL,1750.0,1755.0,9/13/2021,5.0
27200.B,27200.B - BLEND-80w90 & Hypoid 90wt,,250.0,250.0,9/13/2021,0.0
1170570.B,1170570.B - BLEND-NITRATE NUTRIENTS,,398.0,395.0,9/13/2021,-3.0
602010,602010 - BLEND-TOILET TREAT LEMON,,925.0,915.0,9/13/2021,-10.0
93100TANK.B,93100TANK.B - BLEND-STARTRON TANK TRTMNT,,535.0,500.0,9/13/2021,-35.0
602001,602001 - BLEND-BILGE CLEANER,,270.0,270.0,9/13/2021,0.0
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,2525.0,2525.0,9/13/2021,0.0
95600.B,95600.B - BLEND-STARTRON RING CLEANER,LOT,30.0,235.0,9/13/2021,205.0
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,840.0,770.0,9/13/2021,-70.0
5359351.B,5359351.B - BLEND-HD CHEM PREM TRT MINT,,495.0,475.0,9/13/2021,-20.0
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,810.0,8640.0,9/13/2021,7830.0
602602,602602 - BLEND-GEL MILDEW STAIN RMVR,,460.0,505.0,9/13/2021,45.0
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,810.0,8640.0,9/13/2021,7830.0
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,317.5,230.0,9/9/2021,-87.5
7-2738.B,7-2738.B - BLEND-SPRAY FAST WAX,,147.125,220.0,9/9/2021,72.875
124971,124971 - BLEND-Hvy Duty Clnr Wax,,1445.0,1400.0,9/9/2021,-45.0
81500.B,81500.B - BLEND-TEAK BRTNR,,840.577,840.0,9/9/2021,-0.577
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,318.077,285.0,9/9/2021,-33.077
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,OIL,1531.4995,730.0,9/9/2021,-801.4995
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,970.0,950.0,9/9/2021,-20.0
18500.B,18500.B - BLEND-SEMI SYN Hydraulic Fluid,,305.0,525.0,9/9/2021,220.0
14308AMBER.B,14308AMBER.B - BLEND-STARTRON AMBER AUTO GAS,,2900.0,2900.0,9/9/2021,0.0
28500.B,28500.B - BLEND-TRIM & TILT FLUID,,154.687,100.0,9/9/2021,-54.687
602000,602000 - BLEND-BOAT WASH / RV WASH,,505.769,450.0,9/9/2021,-55.769
94200.B,94200.B - BLEND-ORANGE CLEANER/DEGREASER,,148.7909,90.0,9/8/2021,-58.7909
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,145.0,460.0,9/8/2021,315.0
94700.B,94700.B - BLEND-POWER PINE WASH & WAX,,100.0,100.0,9/8/2021,0.0
KA00116.B,KA00116.B - BLEND-KING AUTO CONC W/W,,440.0,145.0,9/8/2021,-295.0
602607CONC,602607CONC - BLEND-WM Descaler CONC,,835.0,100.0,9/8/2021,-735.0
602046,602046 - BLEND-BOAT SOAP,,1570.0,440.0,9/8/2021,-1130.0
28300.B,28300.B - BLEND-25W40 4STROKE,,120.0,170.0,9/8/2021,50.0
94400.B,94400.B - BLEND-ORANGE BILGE CLEANER,,170.0,80.0,9/8/2021,-90.0
101781,101781 - BLEND-HVY DTY CLNR WAX EXCELDA,,145.0,710.0,9/8/2021,565.0
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,169.0,90.0,9/8/2021,-79.0
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,810.0,460.0,9/8/2021,-350.0
89755.B,89755.B - BLEND-ECO WATERPROOFING,,138.343,100.0,9/8/2021,-38.343
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,175.0,145.0,9/8/2021,-30.0
94700.B,94700.B - BLEND-POWER PINE WASH & WAX,,156.0,100.0,9/8/2021,-56.0
KA00116.B,KA00116.B - BLEND-KING AUTO CONC W/W,,440.0,440.0,9/8/2021,0.0
94400.B,94400.B - BLEND-ORANGE BILGE CLEANER,,192.0,170.0,9/8/2021,-22.0
33200DIL.B,33200DIL.B - BLEND-STARCOOL AF (50/50),,135.0,80.0,9/8/2021,-55.0
87700.B,87700.B - BLEND-ALUMINUM CLEANER 2,,651.0,710.0,9/8/2021,59.0
602082,602082 - BLEND-Low Odor Waterproofing,,180.0,180.0,9/8/2021,0.0
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,1000.0,990.0,9/8/2021,-10.0
83200.B,83200.B - BLEND-EXTREME CLEAN,,1891.06,1850.0,9/8/2021,-41.06
44200.B,44200.B - BLEND-UV PROTECTANT,,150.0,50.0,9/8/2021,-100.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,3322.4945,3125.0,9/8/2021,-197.4945
602009,602009 - BLEND-TEAK CLEANER,,992.5,990.0,9/8/2021,-2.5
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,609.375,600.0,9/8/2021,-9.375
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,1850.0,1750.0,9/8/2021,-100.0
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,250.0,250.0,9/8/2021,0.0
95600.B,95600.B - BLEND-STARTRON RING CLEANER,,35.0,30.0,9/8/2021,-5.0
602602,602602 - BLEND-GEL MILDEW STAIN RMVR,,105.0,60.0,9/8/2021,-45.0
602011,602011 - BLEND-TOILET TREAT PINE,,67.5,50.0,9/8/2021,-17.5
95000.B,95000.B - BLEND-VIEW GUARD,,7.187,5.0,9/8/2021,-2.187
88300.B,88300.B - BLEND-Screen Cleaner/Protector,,63.437,55.0,9/8/2021,-8.437
602020,602020 - BLEND-BARNACLE REMOVER,OIL,2430.0,2390.0,9/7/2021,-40.0
602017,602017 - BLEND-DECK CLEANER,,830.0,945.0,9/7/2021,115.0
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,2977.811,2990.0,9/7/2021,12.189
27200.B,27200.B - BLEND-80w90 & Hypoid 90wt,,77.5,50.0,9/7/2021,-27.5
1170570.B,1170570.B - BLEND-NITRATE NUTRIENTS,,50.0,50.0,9/7/2021,0.0
602010,602010 - BLEND-TOILET TREAT LEMON,,627.5,675.0,9/7/2021,47.5
602001,602001 - BLEND-BILGE CLEANER,,298.0,270.0,9/7/2021,-28.0
93100TANK.B,93100TANK.B - BLEND-STARTRON TANK TRTMNT,,135.0,120.0,9/7/2021,-15.0
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,568.5,425.0,9/7/2021,-143.5
95022.B,95022.B - BLEND-SPIDER AWAY,,285.0,270.0,9/2/2021,-15.0
94444RTU.B,94444RTU.B - BLEND-Salt Terminator RTU,,68.749,60.0,9/2/2021,-8.749
602045,602045 - BLEND-ULT STN BSTR RUG CLNR,,1.563,20.0,9/2/2021,18.437
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,317.5,225.0,9/2/2021,-92.5
7-2738.B,7-2738.B - BLEND-SPRAY FAST WAX,,147.125,200.0,9/2/2021,52.875
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,1022.4945,865.0,9/2/2021,-157.4945
18500.B,18500.B - BLEND-SEMI SYN Hydraulic Fluid,,305.0,265.0,9/2/2021,-40.0
28500.B,28500.B - BLEND-TRIM & TILT FLUID,,154.687,100.0,9/2/2021,-54.687
101762,101762 - BLEND-Liquid Rubbing Compund-E,,350.0,350.0,9/1/2021,0.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,945.0,860.0,9/1/2021,-85.0
94200.B,94200.B - BLEND-ORANGE CLEANER/DEGREASER,,115.0,75.0,9/1/2021,-40.0
602032CARB,602032CARB - BLEND-PREM TEAK OIL (carb comp,,561.5,350.0,9/1/2021,-211.5
602082,602082 - BLEND-Low Odor Waterproofing,,190.0,180.0,9/1/2021,-10.0
602020,602020 - BLEND-BARNACLE REMOVER,,430.0,430.0,9/1/2021,0.0
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,25.0,0.0,9/1/2021,-25.0
602017,602017 - BLEND-DECK CLEANER,,1344.75,860.0,9/1/2021,-484.75
44200.B,44200.B - BLEND-UV PROTECTANT,,78.5,50.0,9/1/2021,-28.5
124971,124971 - BLEND-Hvy Duty Clnr Wax,,1445.0,1445.0,9/1/2021,0.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,223.5,220.0,9/1/2021,-3.5
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,18.5,0.0,9/1/2021,-18.5
83200.B,83200.B - BLEND-EXTREME CLEAN,,3490.0,3440.0,8/31/2021,-50.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,1460.0,990.0,8/31/2021,-470.0
602009,602009 - BLEND-TEAK CLEANER,,540.0,430.0,8/31/2021,-110.0
81500.B,81500.B - BLEND-TEAK BRTNR,,374.0,370.0,8/31/2021,-4.0
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,45.0,45.0,8/31/2021,0.0
602016,602016 - BLEND-AWN CLNR/VINL SHMP/BT CV,OIL,496.0,450.0,8/31/2021,-46.0
602067,602067 - BLEND-Bowl & Drain Cleaner,,425.0,375.0,8/31/2021,-50.0
602000,602000 - BLEND-BOAT WASH / RV WASH,,1053.5,1025.0,8/31/2021,-28.5
97300.B,97300.B - BLEND-Deck Wax,,129.25,110.0,8/26/2021,-19.25
83200.B,83200.B - BLEND-EXTREME CLEAN,,940.0,940.0,8/26/2021,0.0
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,63.5,50.0,8/26/2021,-13.5
602602,602602 - BLEND-GEL MILDEW STAIN RMVR,,40.0,220.0,8/26/2021,180.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,3743.187,3510.0,8/26/2021,-233.187
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,85.0,85.0,8/26/2021,0.0
602024,602024 - BLEND-RAIN VIEW,,135.0,130.0,8/26/2021,-5.0
95000.B,95000.B - BLEND-VIEW GUARD,,100.0,100.0,8/26/2021,0.0
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,4683.5,4370.0,8/26/2021,-313.5
602010,602010 - BLEND-TOILET TREAT LEMON,,960.0,850.0,8/26/2021,-110.0
602022,602022 - BLEND-RUST EATER & CONVERTER,,20.0,20.0,8/26/2021,0.0
54900.B,54900.B - BLEND-GEL CALCIUM REMOVER,,125.0,115.0,8/26/2021,-10.0
1170570.B,1170570.B - BLEND-NITRATE NUTRIENTS,,200.0,200.0,8/26/2021,0.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,1709.0,1460.0,8/26/2021,-249.0
95600.B,95600.B - BLEND-STARTRON RING CLEANER,,38.75,35.0,8/26/2021,-3.75
95022.B,95022.B - BLEND-SPIDER AWAY,,119.062,120.0,8/26/2021,0.938
91000.B,91000.B - BLEND-INFL BT & VINYL POLISH,OIL,131.25,95.0,8/26/2021,-36.25
94444RTU.B,94444RTU.B - BLEND-Salt Terminator RTU,,68.749,60.0,8/26/2021,-8.749
602045,602045 - BLEND-ULT STN BSTR RUG CLNR,,28.437,15.0,8/26/2021,-13.437
602020,602020 - BLEND-BARNACLE REMOVER,,490.0,430.0,8/26/2021,-60.0
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,37.5,25.0,8/26/2021,-12.5
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,LOT,65.0,45.0,8/26/2021,-20.0
602001,602001 - BLEND-BILGE CLEANER,,825.0,825.0,8/23/2021,0.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,1245.0,1245.0,8/23/2021,0.0
602000,602000 - BLEND-BOAT WASH / RV WASH,,330.0,330.0,8/23/2021,0.0
